Summit Ridge Construction Pty Ltd,,,,,,,
Transaction Detail by Account,,,,,,,
"February 01, 2025 - July 31, 2026",,,,,,,

Transaction date,Transaction type,Num,Name,Customer/Project,Description,Amount,Balance
07/26/2026,Bill,B-10551,Flowline Plumbing,Sandstone School Upgrade,Hydraulic services — Sandstone School Upgrade — Jul 2026,"$11,190.67","$2,608,161.08"
07/27/2026,Bill,B-10550,PrimeCo Painting,Sandstone School Upgrade,Painting package — Sandstone School Upgrade — Jul 2026,"$8,316.00","$2,616,477.08"
07/30/2026,Bill,B-10542,Precision Carpentry,Murrin Bridge Repair,Carpentry package — Murrin Bridge Repair — Jul 2026,"$10,187.08","$2,626,664.16"
07/30/2026,Bill,B-10552,VoltEdge Electrical,Sandstone School Upgrade,Electrical services — Sandstone School Upgrade — Jul 2026,"$9,817.50","$2,636,481.66"
,,,,,Total for Subcontractors,"$2,636,481.66",

Vehicle Expenses,,,,,,,
02/14/2025,Bill,B-10012,FleetFuel Australia,,Fleet fuel — Feb 2025,"$4,861.44","$4,861.44"
03/06/2025,Bill,B-10026,FleetFuel Australia,,Fleet fuel — Mar 2025,"$4,156.39","$9,017.83"
04/05/2025,Bill,B-10047,FleetFuel Australia,,Fleet fuel — Apr 2025,"$2,313.79","$11,331.62"
05/10/2025,Bill,B-10069,FleetFuel Australia,,Fleet fuel — May 2025,"$4,276.22","$15,607.84"
06/08/2025,Bill,B-10099,FleetFuel Australia,,Fleet fuel — Jun 2025,"$2,787.63","$18,395.47"
07/19/2025,Bill,B-10127,FleetFuel Australia,,Fleet fuel — Jul 2025,"$2,203.16","$20,598.63"
08/10/2025,Bill,B-10163,FleetFuel Australia,,Fleet fuel — Aug 2025,"$1,385.16","$21,983.79"
09/19/2025,Bill,B-10202,FleetFuel Australia,,Fleet fuel — Sep 2025,"$3,481.85","$25,465.64"
10/02/2025,Bill,B-10238,FleetFuel Australia,,Fleet fuel — Oct 2025,"$4,791.68","$30,257.32"
11/16/2025,Bill,B-10280,FleetFuel Australia,,Fleet fuel — Nov 2025,"$3,846.32","$34,103.64"
12/02/2025,Bill,B-10318,FleetFuel Australia,,Fleet fuel — Dec 2025,"$3,103.15","$37,206.79"
01/02/2026,Bill,B-10360,FleetFuel Australia,,Fleet fuel — Jan 2026,"$3,020.96","$40,227.75"
02/21/2026,Bill,B-10406,FleetFuel Australia,,Fleet fuel — Feb 2026,"$3,943.72","$44,171.47"
03/19/2026,Bill,B-10442,FleetFuel Australia,,Fleet fuel — Mar 2026,"$2,190.62","$46,362.09"
04/05/2026,Bill,B-10475,FleetFuel Australia,,Fleet fuel — Apr 2026,"$3,888.30","$50,250.39"
05/07/2026,Bill,B-10512,FleetFuel Australia,,Fleet fuel — May 2026,"$1,560.44","$51,810.83"
06/17/2026,Bill,B-10538,FleetFuel Australia,,Fleet fuel — Jun 2026,"$3,489.65","$55,300.48"
07/12/2026,Bill,B-10558,FleetFuel Australia,,Fleet fuel — Jul 2026,"$1,801.61","$57,102.09"
,,,,,Total for Vehicle Expenses,"$57,102.09",

Wages,,,,,,,
02/14/2025,JournalEntry,PAY-20250214,Summit Ridge Payroll,Westhaven Warehouse Extension,Site payroll allocation — fortnight ending 2025-02-14,"$9,331.97","$9,331.97"
02/14/2025,JournalEntry,PAY-20250214,Summit Ridge Payroll,,Head office payroll — fortnight ending 2025-02-14,"$11,770.68","$21,102.65"
02/28/2025,JournalEntry,PAY-20250228,Summit Ridge Payroll,Westhaven Warehouse Extension,Site payroll allocation — fortnight ending 2025-02-28,"$5,494.58","$26,597.23"
02/28/2025,JournalEntry,PAY-20250228,Summit Ridge Payroll,,Head office payroll — fortnight ending 2025-02-28,"$11,872.75","$38,469.98"
03/14/2025,JournalEntry,PAY-20250314,Summit Ridge Payroll,Westhaven Warehouse Extension,Site payroll allocation — fortnight ending 2025-03-14,"$6,757.30","$45,227.28"
03/14/2025,JournalEntry,PAY-20250314,Summit Ridge Payroll,,Head office payroll — fortnight ending 2025-03-14,"$12,738.14","$57,965.42"
03/28/2025,JournalEntry,PAY-20250328,Summit Ridge Payroll,Westhaven Warehouse Extension,Site payroll allocation — fortnight ending 2025-03-28,"$6,265.38","$64,230.80"
03/28/2025,JournalEntry,PAY-20250328,Summit Ridge Payroll,,Head office payroll — fortnight ending 2025-03-28,"$13,305.50","$77,536.30"
04/14/2025,JournalEntry,PAY-20250414,Summit Ridge Payroll,Westhaven Warehouse Extension,Site payroll allocation — fortnight ending 2025-04-14,"$7,449.14","$84,985.44"
04/14/2025,JournalEntry,PAY-20250414,Summit Ridge Payroll,Meridian Medical Centre Fitout,Site payroll allocation — fortnight ending 2025-04-14,"$11,491.41","$96,476.85"
04/14/2025,JournalEntry,PAY-20250414,Summit Ridge Payroll,,Head office payroll — fortnight ending 2025-04-14,"$12,561.88","$109,038.73"
04/28/2025,JournalEntry,PAY-20250428,Summit Ridge Payroll,Westhaven Warehouse Extension,Site payroll allocation — fortnight ending 2025-04-28,"$6,843.71","$115,882.44"
04/28/2025,JournalEntry,PAY-20250428,Summit Ridge Payroll,Meridian Medical Centre Fitout,Site payroll allocation — fortnight ending 2025-04-28,"$11,151.24","$127,033.68"
04/28/2025,JournalEntry,PAY-20250428,Summit Ridge Payroll,,Head office payroll — fortnight ending 2025-04-28,"$12,015.45","$139,049.13"
05/14/2025,JournalEntry,PAY-20250514,Summit Ridge Payroll,Westhaven Warehouse Extension,Site payroll allocation — fortnight ending 2025-05-14,"$7,111.14","$146,160.27"
05/14/2025,JournalEntry,PAY-20250514,Summit Ridge Payroll,Meridian Medical Centre Fitout,Site payroll allocation — fortnight ending 2025-05-14,"$9,508.03","$155,668.30"
05/14/2025,JournalEntry,PAY-20250514,Summit Ridge Payroll,,Head office payroll — fortnight ending 2025-05-14,"$11,889.93","$167,558.23"
05/28/2025,JournalEntry,PAY-20250528,Summit Ridge Payroll,Westhaven Warehouse Extension,Site payroll allocation — fortnight ending 2025-05-28,"$5,501.16","$173,059.39"
05/28/2025,JournalEntry,PAY-20250528,Summit Ridge Payroll,Meridian Medical Centre Fitout,Site payroll allocation — fortnight ending 2025-05-28,"$11,224.84","$184,284.23"
05/28/2025,JournalEntry,PAY-20250528,Summit Ridge Payroll,,Head office payroll — fortnight ending 2025-05-28,"$12,455.24","$196,739.47"
06/14/2025,JournalEntry,PAY-20250614,Summit Ridge Payroll,Westhaven Warehouse Extension,Site payroll allocation — fortnight ending 2025-06-14,"$6,349.97","$203,089.44"
06/14/2025,JournalEntry,PAY-20250614,Summit Ridge Payroll,Meridian Medical Centre Fitout,Site payroll allocation — fortnight ending 2025-06-14,"$7,271.73","$210,361.17"
06/14/2025,JournalEntry,PAY-20250614,Summit Ridge Payroll,Ashgrove Apartment Refurbishment,Site payroll allocation — fortnight ending 2025-06-14,"$7,727.29","$218,088.46"
06/14/2025,JournalEntry,PAY-20250614,Summit Ridge Payroll,,Head office payroll — fortnight ending 2025-06-14,"$14,063.24","$232,151.70"
06/28/2025,JournalEntry,PAY-20250628,Summit Ridge Payroll,Westhaven Warehouse Extension,Site payroll allocation — fortnight ending 2025-06-28,"$8,298.88","$240,450.58"
06/28/2025,JournalEntry,PAY-20250628,Summit Ridge Payroll,Meridian Medical Centre Fitout,Site payroll allocation — fortnight ending 2025-06-28,"$7,281.97","$247,732.55"
06/28/2025,JournalEntry,PAY-20250628,Summit Ridge Payroll,Ashgrove Apartment Refurbishment,Site payroll allocation — fortnight ending 2025-06-28,"$9,418.79","$257,151.34"
06/28/2025,JournalEntry,PAY-20250628,Summit Ridge Payroll,,Head office payroll — fortnight ending 2025-06-28,"$11,975.44","$269,126.78"
07/14/2025,JournalEntry,PAY-20250714,Summit Ridge Payroll,Westhaven Warehouse Extension,Site payroll allocation — fortnight ending 2025-07-14,"$6,281.59","$275,408.37"
07/14/2025,JournalEntry,PAY-20250714,Summit Ridge Payroll,Meridian Medical Centre Fitout,Site payroll allocation — fortnight ending 2025-07-14,"$14,034.50","$289,442.87"
07/14/2025,JournalEntry,PAY-20250714,Summit Ridge Payroll,Ashgrove Apartment Refurbishment,Site payroll allocation — fortnight ending 2025-07-14,"$5,866.23","$295,309.10"
07/14/2025,JournalEntry,PAY-20250714,Summit Ridge Payroll,,Head office payroll — fortnight ending 2025-07-14,"$13,240.58","$308,549.68"
07/28/2025,JournalEntry,PAY-20250728,Summit Ridge Payroll,Westhaven Warehouse Extension,Site payroll allocation — fortnight ending 2025-07-28,"$6,364.73","$314,914.41"
07/28/2025,JournalEntry,PAY-20250728,Summit Ridge Payroll,Meridian Medical Centre Fitout,Site payroll allocation — fortnight ending 2025-07-28,"$10,077.60","$324,992.01"
07/28/2025,JournalEntry,PAY-20250728,Summit Ridge Payroll,Ashgrove Apartment Refurbishment,Site payroll allocation — fortnight ending 2025-07-28,"$7,697.38","$332,689.39"
07/28/2025,JournalEntry,PAY-20250728,Summit Ridge Payroll,,Head office payroll — fortnight ending 2025-07-28,"$11,802.00","$344,491.39"
08/14/2025,JournalEntry,PAY-20250814,Summit Ridge Payroll,Westhaven Warehouse Extension,Site payroll allocation — fortnight ending 2025-08-14,"$5,710.06","$350,201.45"
08/14/2025,JournalEntry,PAY-20250814,Summit Ridge Payroll,Meridian Medical Centre Fitout,Site payroll allocation — fortnight ending 2025-08-14,"$9,563.22","$359,764.67"
08/14/2025,JournalEntry,PAY-20250814,Summit Ridge Payroll,Ashgrove Apartment Refurbishment,Site payroll allocation — fortnight ending 2025-08-14,"$7,896.67","$367,661.34"
08/14/2025,JournalEntry,PAY-20250814,Summit Ridge Payroll,Murrin Bridge Repair,Site payroll allocation — fortnight ending 2025-08-14,"$5,389.56","$373,050.90"
08/14/2025,JournalEntry,PAY-20250814,Summit Ridge Payroll,,Head office payroll — fortnight ending 2025-08-14,"$12,840.31","$385,891.21"
08/28/2025,JournalEntry,PAY-20250828,Summit Ridge Payroll,Westhaven Warehouse Extension,Site payroll allocation — fortnight ending 2025-08-28,"$9,766.48","$395,657.69"
08/28/2025,JournalEntry,PAY-20250828,Summit Ridge Payroll,Meridian Medical Centre Fitout,Site payroll allocation — fortnight ending 2025-08-28,"$11,485.53","$407,143.22"
08/28/2025,JournalEntry,PAY-20250828,Summit Ridge Payroll,Ashgrove Apartment Refurbishment,Site payroll allocation — fortnight ending 2025-08-28,"$7,098.84","$414,242.06"
08/28/2025,JournalEntry,PAY-20250828,Summit Ridge Payroll,Murrin Bridge Repair,Site payroll allocation — fortnight ending 2025-08-28,"$7,867.82","$422,109.88"
08/28/2025,JournalEntry,PAY-20250828,Summit Ridge Payroll,,Head office payroll — fortnight ending 2025-08-28,"$13,770.49","$435,880.37"
09/14/2025,JournalEntry,PAY-20250914,Summit Ridge Payroll,Westhaven Warehouse Extension,Site payroll allocation — fortnight ending 2025-09-14,"$5,937.78","$441,818.15"
09/14/2025,JournalEntry,PAY-20250914,Summit Ridge Payroll,Meridian Medical Centre Fitout,Site payroll allocation — fortnight ending 2025-09-14,"$9,674.86","$451,493.01"
09/14/2025,JournalEntry,PAY-20250914,Summit Ridge Payroll,Ashgrove Apartment Refurbishment,Site payroll allocation — fortnight ending 2025-09-14,"$5,605.24","$457,098.25"
09/14/2025,JournalEntry,PAY-20250914,Summit Ridge Payroll,Murrin Bridge Repair,Site payroll allocation — fortnight ending 2025-09-14,"$8,478.82","$465,577.07"
09/14/2025,JournalEntry,PAY-20250914,Summit Ridge Payroll,,Head office payroll — fortnight ending 2025-09-14,"$13,397.74","$478,974.81"
09/28/2025,JournalEntry,PAY-20250928,Summit Ridge Payroll,Westhaven Warehouse Extension,Site payroll allocation — fortnight ending 2025-09-28,"$8,657.55","$487,632.36"
09/28/2025,JournalEntry,PAY-20250928,Summit Ridge Payroll,Meridian Medical Centre Fitout,Site payroll allocation — fortnight ending 2025-09-28,"$7,548.24","$495,180.60"
09/28/2025,JournalEntry,PAY-20250928,Summit Ridge Payroll,Ashgrove Apartment Refurbishment,Site payroll allocation — fortnight ending 2025-09-28,"$5,772.73","$500,953.33"
09/28/2025,JournalEntry,PAY-20250928,Summit Ridge Payroll,Murrin Bridge Repair,Site payroll allocation — fortnight ending 2025-09-28,"$10,482.88","$511,436.21"
09/28/2025,JournalEntry,PAY-20250928,Summit Ridge Payroll,,Head office payroll — fortnight ending 2025-09-28,"$12,776.53","$524,212.74"
10/14/2025,JournalEntry,PAY-20251014,Summit Ridge Payroll,Westhaven Warehouse Extension,Site payroll allocation — fortnight ending 2025-10-14,"$7,679.46","$531,892.20"
10/14/2025,JournalEntry,PAY-20251014,Summit Ridge Payroll,Meridian Medical Centre Fitout,Site payroll allocation — fortnight ending 2025-10-14,"$12,099.18","$543,991.38"
10/14/2025,JournalEntry,PAY-20251014,Summit Ridge Payroll,Ashgrove Apartment Refurbishment,Site payroll allocation — fortnight ending 2025-10-14,"$7,171.60","$551,162.98"
10/14/2025,JournalEntry,PAY-20251014,Summit Ridge Payroll,Murrin Bridge Repair,Site payroll allocation — fortnight ending 2025-10-14,"$7,652.03","$558,815.01"
10/14/2025,JournalEntry,PAY-20251014,Summit Ridge Payroll,Ironbank Industrial Slab,Site payroll allocation — fortnight ending 2025-10-14,"$6,298.57","$565,113.58"
10/14/2025,JournalEntry,PAY-20251014,Summit Ridge Payroll,,Head office payroll — fortnight ending 2025-10-14,"$13,942.20","$579,055.78"
10/28/2025,JournalEntry,PAY-20251028,Summit Ridge Payroll,Westhaven Warehouse Extension,Site payroll allocation — fortnight ending 2025-10-28,"$9,092.20","$588,147.98"
10/28/2025,JournalEntry,PAY-20251028,Summit Ridge Payroll,Meridian Medical Centre Fitout,Site payroll allocation — fortnight ending 2025-10-28,"$9,273.89","$597,421.87"
10/28/2025,JournalEntry,PAY-20251028,Summit Ridge Payroll,Ashgrove Apartment Refurbishment,Site payroll allocation — fortnight ending 2025-10-28,"$7,629.41","$605,051.28"
10/28/2025,JournalEntry,PAY-20251028,Summit Ridge Payroll,Murrin Bridge Repair,Site payroll allocation — fortnight ending 2025-10-28,"$8,613.57","$613,664.85"
10/28/2025,JournalEntry,PAY-20251028,Summit Ridge Payroll,Ironbank Industrial Slab,Site payroll allocation — fortnight ending 2025-10-28,"$7,810.87","$621,475.72"
10/28/2025,JournalEntry,PAY-20251028,Summit Ridge Payroll,,Head office payroll — fortnight ending 2025-10-28,"$14,462.23","$635,937.95"
11/14/2025,JournalEntry,PAY-20251114,Summit Ridge Payroll,Westhaven Warehouse Extension,Site payroll allocation — fortnight ending 2025-11-14,"$8,042.94","$643,980.89"
11/14/2025,JournalEntry,PAY-20251114,Summit Ridge Payroll,Meridian Medical Centre Fitout,Site payroll allocation — fortnight ending 2025-11-14,"$8,029.10","$652,009.99"
11/14/2025,JournalEntry,PAY-20251114,Summit Ridge Payroll,Ashgrove Apartment Refurbishment,Site payroll allocation — fortnight ending 2025-11-14,"$9,436.05","$661,446.04"
11/14/2025,JournalEntry,PAY-20251114,Summit Ridge Payroll,Murrin Bridge Repair,Site payroll allocation — fortnight ending 2025-11-14,"$5,935.51","$667,381.55"
11/14/2025,JournalEntry,PAY-20251114,Summit Ridge Payroll,Ironbank Industrial Slab,Site payroll allocation — fortnight ending 2025-11-14,"$8,564.03","$675,945.58"
11/14/2025,JournalEntry,PAY-20251114,Summit Ridge Payroll,,Head office payroll — fortnight ending 2025-11-14,"$12,207.93","$688,153.51"
11/28/2025,JournalEntry,PAY-20251128,Summit Ridge Payroll,Westhaven Warehouse Extension,Site payroll allocation — fortnight ending 2025-11-28,"$9,106.24","$697,259.75"
11/28/2025,JournalEntry,PAY-20251128,Summit Ridge Payroll,Meridian Medical Centre Fitout,Site payroll allocation — fortnight ending 2025-11-28,"$8,620.94","$705,880.69"
11/28/2025,JournalEntry,PAY-20251128,Summit Ridge Payroll,Ashgrove Apartment Refurbishment,Site payroll allocation — fortnight ending 2025-11-28,"$9,460.39","$715,341.08"
11/28/2025,JournalEntry,PAY-20251128,Summit Ridge Payroll,Murrin Bridge Repair,Site payroll allocation — fortnight ending 2025-11-28,"$7,886.87","$723,227.95"
11/28/2025,JournalEntry,PAY-20251128,Summit Ridge Payroll,Ironbank Industrial Slab,Site payroll allocation — fortnight ending 2025-11-28,"$6,686.54","$729,914.49"
11/28/2025,JournalEntry,PAY-20251128,Summit Ridge Payroll,,Head office payroll — fortnight ending 2025-11-28,"$13,274.59","$743,189.08"
12/14/2025,JournalEntry,PAY-20251214,Summit Ridge Payroll,Meridian Medical Centre Fitout,Site payroll allocation — fortnight ending 2025-12-14,"$10,111.15","$753,300.23"
12/14/2025,JournalEntry,PAY-20251214,Summit Ridge Payroll,Ashgrove Apartment Refurbishment,Site payroll allocation — fortnight ending 2025-12-14,"$6,852.58","$760,152.81"
12/14/2025,JournalEntry,PAY-20251214,Summit Ridge Payroll,Murrin Bridge Repair,Site payroll allocation — fortnight ending 2025-12-14,"$7,403.64","$767,556.45"
12/14/2025,JournalEntry,PAY-20251214,Summit Ridge Payroll,Ironbank Industrial Slab,Site payroll allocation — fortnight ending 2025-12-14,"$10,257.40","$777,813.85"
12/14/2025,JournalEntry,PAY-20251214,Summit Ridge Payroll,,Head office payroll — fortnight ending 2025-12-14,"$14,098.19","$791,912.04"
12/28/2025,JournalEntry,PAY-20251228,Summit Ridge Payroll,Meridian Medical Centre Fitout,Site payroll allocation — fortnight ending 2025-12-28,"$9,147.36","$801,059.40"
12/28/2025,JournalEntry,PAY-20251228,Summit Ridge Payroll,Ashgrove Apartment Refurbishment,Site payroll allocation — fortnight ending 2025-12-28,"$8,379.73","$809,439.13"
12/28/2025,JournalEntry,PAY-20251228,Summit Ridge Payroll,Murrin Bridge Repair,Site payroll allocation — fortnight ending 2025-12-28,"$6,495.80","$815,934.93"
12/28/2025,JournalEntry,PAY-20251228,Summit Ridge Payroll,Ironbank Industrial Slab,Site payroll allocation — fortnight ending 2025-12-28,"$6,645.69","$822,580.62"
12/28/2025,JournalEntry,PAY-20251228,Summit Ridge Payroll,,Head office payroll — fortnight ending 2025-12-28,"$14,468.41","$837,049.03"
01/14/2026,JournalEntry,PAY-20260114,Summit Ridge Payroll,Meridian Medical Centre Fitout,Site payroll allocation — fortnight ending 2026-01-14,"$13,668.87","$850,717.90"
01/14/2026,JournalEntry,PAY-20260114,Summit Ridge Payroll,Ashgrove Apartment Refurbishment,Site payroll allocation — fortnight ending 2026-01-14,"$7,511.28","$858,229.18"
01/14/2026,JournalEntry,PAY-20260114,Summit Ridge Payroll,Murrin Bridge Repair,Site payroll allocation — fortnight ending 2026-01-14,"$6,559.97","$864,789.15"
01/14/2026,JournalEntry,PAY-20260114,Summit Ridge Payroll,Ironbank Industrial Slab,Site payroll allocation — fortnight ending 2026-01-14,"$9,629.19","$874,418.34"
01/14/2026,JournalEntry,PAY-20260114,Summit Ridge Payroll,Sandstone School Upgrade,Site payroll allocation — fortnight ending 2026-01-14,"$6,903.54","$881,321.88"
01/14/2026,JournalEntry,PAY-20260114,Summit Ridge Payroll,,Head office payroll — fortnight ending 2026-01-14,"$12,851.62","$894,173.50"
01/28/2026,JournalEntry,PAY-20260128,Summit Ridge Payroll,Meridian Medical Centre Fitout,Site payroll allocation — fortnight ending 2026-01-28,"$7,747.29","$901,920.79"
01/28/2026,JournalEntry,PAY-20260128,Summit Ridge Payroll,Ashgrove Apartment Refurbishment,Site payroll allocation — fortnight ending 2026-01-28,"$9,352.85","$911,273.64"
01/28/2026,JournalEntry,PAY-20260128,Summit Ridge Payroll,Murrin Bridge Repair,Site payroll allocation — fortnight ending 2026-01-28,"$6,847.18","$918,120.82"
01/28/2026,JournalEntry,PAY-20260128,Summit Ridge Payroll,Ironbank Industrial Slab,Site payroll allocation — fortnight ending 2026-01-28,"$10,068.37","$928,189.19"
01/28/2026,JournalEntry,PAY-20260128,Summit Ridge Payroll,Sandstone School Upgrade,Site payroll allocation — fortnight ending 2026-01-28,"$7,657.05","$935,846.24"
01/28/2026,JournalEntry,PAY-20260128,Summit Ridge Payroll,,Head office payroll — fortnight ending 2026-01-28,"$11,810.21","$947,656.45"
02/14/2026,JournalEntry,PAY-20260214,Summit Ridge Payroll,Meridian Medical Centre Fitout,Site payroll allocation — fortnight ending 2026-02-14,"$9,721.16","$957,377.61"
02/14/2026,JournalEntry,PAY-20260214,Summit Ridge Payroll,Ashgrove Apartment Refurbishment,Site payroll allocation — fortnight ending 2026-02-14,"$10,085.21","$967,462.82"
02/14/2026,JournalEntry,PAY-20260214,Summit Ridge Payroll,Murrin Bridge Repair,Site payroll allocation — fortnight ending 2026-02-14,"$8,680.38","$976,143.20"
02/14/2026,JournalEntry,PAY-20260214,Summit Ridge Payroll,Ironbank Industrial Slab,Site payroll allocation — fortnight ending 2026-02-14,"$5,606.80","$981,750.00"
02/14/2026,JournalEntry,PAY-20260214,Summit Ridge Payroll,Sandstone School Upgrade,Site payroll allocation — fortnight ending 2026-02-14,"$9,767.00","$991,517.00"
02/14/2026,JournalEntry,PAY-20260214,Summit Ridge Payroll,,Head office payroll — fortnight ending 2026-02-14,"$12,290.14","$1,003,807.14"
02/28/2026,JournalEntry,PAY-20260228,Summit Ridge Payroll,Meridian Medical Centre Fitout,Site payroll allocation — fortnight ending 2026-02-28,"$12,397.56","$1,016,204.70"
02/28/2026,JournalEntry,PAY-20260228,Summit Ridge Payroll,Ashgrove Apartment Refurbishment,Site payroll allocation — fortnight ending 2026-02-28,"$6,991.74","$1,023,196.44"
02/28/2026,JournalEntry,PAY-20260228,Summit Ridge Payroll,Murrin Bridge Repair,Site payroll allocation — fortnight ending 2026-02-28,"$9,382.04","$1,032,578.48"
02/28/2026,JournalEntry,PAY-20260228,Summit Ridge Payroll,Ironbank Industrial Slab,Site payroll allocation — fortnight ending 2026-02-28,"$8,726.45","$1,041,304.93"
02/28/2026,JournalEntry,PAY-20260228,Summit Ridge Payroll,Sandstone School Upgrade,Site payroll allocation — fortnight ending 2026-02-28,"$5,922.57","$1,047,227.50"
02/28/2026,JournalEntry,PAY-20260228,Summit Ridge Payroll,,Head office payroll — fortnight ending 2026-02-28,"$13,497.66","$1,060,725.16"
03/14/2026,JournalEntry,PAY-20260314,Summit Ridge Payroll,Ashgrove Apartment Refurbishment,Site payroll allocation — fortnight ending 2026-03-14,"$7,527.01","$1,068,252.17"
03/14/2026,JournalEntry,PAY-20260314,Summit Ridge Payroll,Murrin Bridge Repair,Site payroll allocation — fortnight ending 2026-03-14,"$6,937.84","$1,075,190.01"
03/14/2026,JournalEntry,PAY-20260314,Summit Ridge Payroll,Ironbank Industrial Slab,Site payroll allocation — fortnight ending 2026-03-14,"$5,848.63","$1,081,038.64"
03/14/2026,JournalEntry,PAY-20260314,Summit Ridge Payroll,Sandstone School Upgrade,Site payroll allocation — fortnight ending 2026-03-14,"$9,614.57","$1,090,653.21"
03/14/2026,JournalEntry,PAY-20260314,Summit Ridge Payroll,,Head office payroll — fortnight ending 2026-03-14,"$13,624.21","$1,104,277.42"
03/28/2026,JournalEntry,PAY-20260328,Summit Ridge Payroll,Ashgrove Apartment Refurbishment,Site payroll allocation — fortnight ending 2026-03-28,"$9,061.84","$1,113,339.26"
03/28/2026,JournalEntry,PAY-20260328,Summit Ridge Payroll,Murrin Bridge Repair,Site payroll allocation — fortnight ending 2026-03-28,"$8,526.87","$1,121,866.13"
03/28/2026,JournalEntry,PAY-20260328,Summit Ridge Payroll,Ironbank Industrial Slab,Site payroll allocation — fortnight ending 2026-03-28,"$9,659.59","$1,131,525.72"
03/28/2026,JournalEntry,PAY-20260328,Summit Ridge Payroll,Sandstone School Upgrade,Site payroll allocation — fortnight ending 2026-03-28,"$8,846.80","$1,140,372.52"
03/28/2026,JournalEntry,PAY-20260328,Summit Ridge Payroll,,Head office payroll — fortnight ending 2026-03-28,"$12,879.97","$1,153,252.49"
04/14/2026,JournalEntry,PAY-20260414,Summit Ridge Payroll,Ashgrove Apartment Refurbishment,Site payroll allocation — fortnight ending 2026-04-14,"$9,070.63","$1,162,323.12"
04/14/2026,JournalEntry,PAY-20260414,Summit Ridge Payroll,Murrin Bridge Repair,Site payroll allocation — fortnight ending 2026-04-14,"$7,581.67","$1,169,904.79"
04/14/2026,JournalEntry,PAY-20260414,Summit Ridge Payroll,Ironbank Industrial Slab,Site payroll allocation — fortnight ending 2026-04-14,"$9,563.80","$1,179,468.59"
04/14/2026,JournalEntry,PAY-20260414,Summit Ridge Payroll,Sandstone School Upgrade,Site payroll allocation — fortnight ending 2026-04-14,"$8,500.26","$1,187,968.85"
04/14/2026,JournalEntry,PAY-20260414,Summit Ridge Payroll,,Head office payroll — fortnight ending 2026-04-14,"$12,188.61","$1,200,157.46"
04/28/2026,JournalEntry,PAY-20260428,Summit Ridge Payroll,Ashgrove Apartment Refurbishment,Site payroll allocation — fortnight ending 2026-04-28,"$10,426.91","$1,210,584.37"
04/28/2026,JournalEntry,PAY-20260428,Summit Ridge Payroll,Murrin Bridge Repair,Site payroll allocation — fortnight ending 2026-04-28,"$10,112.44","$1,220,696.81"
04/28/2026,JournalEntry,PAY-20260428,Summit Ridge Payroll,Ironbank Industrial Slab,Site payroll allocation — fortnight ending 2026-04-28,"$10,097.43","$1,230,794.24"
04/28/2026,JournalEntry,PAY-20260428,Summit Ridge Payroll,Sandstone School Upgrade,Site payroll allocation — fortnight ending 2026-04-28,"$9,789.94","$1,240,584.18"
04/28/2026,JournalEntry,PAY-20260428,Summit Ridge Payroll,,Head office payroll — fortnight ending 2026-04-28,"$12,159.39","$1,252,743.57"
05/14/2026,JournalEntry,PAY-20260514,Summit Ridge Payroll,Ashgrove Apartment Refurbishment,Site payroll allocation — fortnight ending 2026-05-14,"$9,993.75","$1,262,737.32"
05/14/2026,JournalEntry,PAY-20260514,Summit Ridge Payroll,Murrin Bridge Repair,Site payroll allocation — fortnight ending 2026-05-14,"$5,882.66","$1,268,619.98"
05/14/2026,JournalEntry,PAY-20260514,Summit Ridge Payroll,Ironbank Industrial Slab,Site payroll allocation — fortnight ending 2026-05-14,"$9,498.01","$1,278,117.99"
05/14/2026,JournalEntry,PAY-20260514,Summit Ridge Payroll,Sandstone School Upgrade,Site payroll allocation — fortnight ending 2026-05-14,"$7,078.19","$1,285,196.18"
05/14/2026,JournalEntry,PAY-20260514,Summit Ridge Payroll,,Head office payroll — fortnight ending 2026-05-14,"$11,537.02","$1,296,733.20"
05/28/2026,JournalEntry,PAY-20260528,Summit Ridge Payroll,Ashgrove Apartment Refurbishment,Site payroll allocation — fortnight ending 2026-05-28,"$9,045.83","$1,305,779.03"
05/28/2026,JournalEntry,PAY-20260528,Summit Ridge Payroll,Murrin Bridge Repair,Site payroll allocation — fortnight ending 2026-05-28,"$7,400.74","$1,313,179.77"
05/28/2026,JournalEntry,PAY-20260528,Summit Ridge Payroll,Ironbank Industrial Slab,Site payroll allocation — fortnight ending 2026-05-28,"$6,674.32","$1,319,854.09"
05/28/2026,JournalEntry,PAY-20260528,Summit Ridge Payroll,Sandstone School Upgrade,Site payroll allocation — fortnight ending 2026-05-28,"$6,083.07","$1,325,937.16"
05/28/2026,JournalEntry,PAY-20260528,Summit Ridge Payroll,,Head office payroll — fortnight ending 2026-05-28,"$13,150.75","$1,339,087.91"
06/14/2026,JournalEntry,PAY-20260614,Summit Ridge Payroll,Ashgrove Apartment Refurbishment,Site payroll allocation — fortnight ending 2026-06-14,"$9,033.06","$1,348,120.97"
06/14/2026,JournalEntry,PAY-20260614,Summit Ridge Payroll,Murrin Bridge Repair,Site payroll allocation — fortnight ending 2026-06-14,"$5,298.26","$1,353,419.23"
06/14/2026,JournalEntry,PAY-20260614,Summit Ridge Payroll,Sandstone School Upgrade,Site payroll allocation — fortnight ending 2026-06-14,"$5,496.83","$1,358,916.06"
